date,totalcase,caseperdate,totaldeath,deathperdate,Aviation,ground
7/30/2021,34988866,122674,612775,671,0.484785,4.43349
7/31/2021,35018564,29698,612919,144,0.481786,4.50743
8/1/2021,35041458,22894,612982,63,0.48024,4.49374
8/2/2021,35177628,136170,613440,458,0.478533,4.52591
8/3/2021,35327939,150311,614109,669,0.475906,4.55252
8/4/2021,35440283,112344,614834,725,0.477053,4.54222
8/5/2021,35567255,126972,615408,574,0.478793,4.53415
8/6/2021,35735606,168351,616257,849,0.48056,4.55226
8/7/2021,35777721,42115,616463,206,0.48082,4.52105
8/8/2021,35813789,36068,616594,131,0.481302,4.53392
8/9/2021,35992480,178691,617314,720,0.48166,4.52692
8/10/2021,36154571,162091,618363,1049,0.481435,4.52434
8/11/2021,36310148,155577,618701,338,0.480471,4.53616
8/12/2021,36448857,138709,619723,1022,0.480981,4.5369
8/13/2021,36636249,187392,620809,1086,0.479331,4.50284
8/14/2021,36686066,49817,621051,242,0.47707,4.49368
8/15/2021,36729884,43818,621228,177,0.476612,4.51618
8/16/2021,36989377,259493,622244,1016,0.476405,4.51347
8/17/2021,37133674,144297,623237,993,0.475815,4.51024
8/18/2021,37298543,164869,624365,1128,0.472522,4.494
8/19/2021,37458349,159806,626099,1734,0.470349,4.48623
8/20/2021,37657643,199294,627631,1532,0.471046,4.54123
8/21/2021,37737034,79391,628100,469,0.471428,4.56393
8/22/2021,37777607,40573,628285,185,0.471187,4.51885
8/23/2021,38043754,266147,629644,1359,0.47047,4.52973
8/24/2021,38193951,150197,631057,1413,0.470843,4.54083
8/25/2021,38364887,170936,632522,1465,0.470643,4.56394
8/26/2021,38552648,187761,634735,2213,0.469898,4.58499
8/27/2021,38748559,195911,636509,1774,0.468127,4.57083
8/28/2021,38833818,85259,637076,567,0.467848,4.57024
8/29/2021,38875976,42158,637356,280,0.467321,4.59601
8/30/2021,39156379,280403,639081,1725,0.46995,4.52233
8/31/2021,39316629,160250,640519,1438,0.470788,4.55221
9/1/2021,39527624,210995,642454,1935,0.466207,4.57064
9/2/2021,39703320,175696,645391,2937,0.465093,4.53931
9/3/2021,39894795,191475,647370,1979,0.462875,4.51106
9/4/2021,39960849,66054,647896,526,0.461778,4.5008
9/5/2021,40005266,44417,648273,377,0.46177,4.50946
9/6/2021,40082242,76976,648788,515,0.460231,4.59584
9/7/2021,40383380,301138,651014,2226,0.459113,4.56228
9/8/2021,40567569,184189,653216,2202,0.465319,4.52656
9/9/2021,40738140,170571,656448,3232,0.468288,4.54738
9/10/2021,40914456,176316,658865,2417,0.469975,4.52777
9/11/2021,40988382,73926,659556,691,0.471318,4.54224
9/12/2021,41027940,39558,659854,298,0.471487,4.53966
9/13/2021,41312998,285058,661579,1725,0.471359,4.53441
9/14/2021,41465694,152696,664235,2656,0.470608,4.52788
9/15/2021,41635889,170195,666816,2581,0.471298,4.51204
9/16/2021,41790772,154883,670234,3418,0.472373,4.50234
9/17/2021,41957710,166938,672813,2579,0.474085,4.51828
9/18/2021,42025890,68180,673637,824,0.472989,4.494
9/19/2021,42065846,39956,673939,302,0.473275,4.49418
9/20/2021,42274012,208166,676191,2252,0.475113,4.4809
9/21/2021,42403987,129975,678556,2365,0.476757,4.48128
9/22/2021,42551480,147493,681343,2787,0.477544,4.47669
9/23/2021,42679344,127864,684498,3155,0.478875,4.46986
9/24/2021,42819355,140011,687247,2749,0.478143,4.45789
9/25/2021,42870947,51592,687876,629,0.479463,4.44589
9/26/2021,42905182,34235,688178,302,0.480048,4.44095
9/27/2021,43099971,194789,690559,2381,0.477531,4.41425
9/28/2021,43213311,113340,692878,2319,0.47459,4.38454
9/29/2021,43341823,128512,695393,2515,0.472004,4.38057
9/30/2021,43458032,116209,698136,2743,0.469141,4.3761
10/1/2021,43583808,125776,700583,2447,0.468182,4.37964
10/2/2021,43628030,44222,701231,648,0.467048,4.38234
10/3/2021,43653869,25839,701480,249,0.465536,4.40939
10/4/2021,43826568,172699,703515,2035,0.465322,4.37734
10/5/2021,43925170,98602,705543,2028,0.465782,4.38847
10/6/2021,44051125,125955,708073,2530,0.463604,4.37876
10/7/2021,44156527,105402,710522,2449,0.463152,4.4165
10/8/2021,44269453,112926,712967,2445,0.465544,4.42172
10/9/2021,44306787,37334,713480,513,0.466528,4.4564
10/10/2021,44329826,23039,713961,481,0.468085,4.44308
10/11/2021,44453506,123680,715123,1162,0.469492,4.43406
10/12/2021,44565082,111576,717648,2525,0.470372,4.44485
10/13/2021,44671639,106557,719887,2239,0.475157,4.45748
10/14/2021,44760608,88969,721929,2042,0.477573,4.4447
10/15/2021,44859168,98560,724104,2175,0.478013,4.44562
10/16/2021,44892709,33541,724491,387,0.479717,4.44387
10/17/2021,44914861,22152,724673,182,0.479671,4.43933
10/18/2021,45036894,122033,726545,1872,0.478572,4.47043
10/19/2021,45120577,83683,728682,2137,0.478857,4.47034
10/20/2021,45207199,86622,731688,3006,0.477006,4.48055
10/21/2021,45289145,81946,733564,1876,0.475082,4.50176
10/22/2021,45376442,87297,735699,2135,0.474378,4.51632
10/23/2021,45406266,29824,736148,449,0.471404,4.47113
10/24/2021,45423368,17102,736296,148,0.468724,4.45396
10/25/2021,45528929,105561,737709,1413,0.467077,4.46714
10/26/2021,45616352,87423,739445,1736,0.463976,4.46929
10/27/2021,45710896,94544,741460,2015,0.457334,4.4695
10/28/2021,45797081,86185,743242,1782,0.4562,4.44678
10/29/2021,45885804,88723,745262,2020,0.457866,4.44296
10/30/2021,45915215,29411,745586,324,0.462519,4.46946
10/31/2021,45934098,18883,745743,157,0.468812,4.46815
11/1/2021,46058668,124570,746894,1151,0.474769,4.46923
11/2/2021,46135611,76943,748410,1516,0.480083,4.4687
11/3/2021,46220455,84844,750290,1880,0.486004,4.4669
11/4/2021,46303542,83087,751413,1123,0.492591,4.4368
11/5/2021,46395310,91768,753734,2321,0.49386,4.41812
11/6/2021,46427249,31939,754136,402,0.494109,4.4128
11/7/2021,46449334,22085,754268,132,0.492371,4.4237
11/8/2021,46575795,126461,755489,1221,0.491316,4.41082
11/9/2021,46659446,83651,757205,1716,0.490571,4.39895
11/10/2021,46757836,98390,758841,1636,0.492423,4.40607
11/11/2021,46822437,64601,759563,722,0.492212,4.44633
11/12/2021,46951788,129351,761624,2061,0.493161,4.46235
11/13/2021,47013185,61397,762092,468,0.49347,4.48149
11/14/2021,47036794,23609,762234,142,0.494173,4.45639
11/15/2021,47185418,148624,763425,1191,0.496895,4.47127
11/16/2021,47275904,90486,764871,1446,0.504317,4.48396
11/17/2021,47390261,114357,766489,1618,0.50736,4.47836
11/18/2021,47500534,110273,769820,3331,0.506234,4.45852
11/19/2021,47620182,119648,771811,1991,0.511602,4.46786
11/20/2021,47661246,41064,772136,325,0.52175,4.48922
11/21/2021,47692618,31372,772259,123,0.505068,4.56097
11/22/2021,47851516,158898,773402,1143,0.474325,4.49703
11/23/2021,47944287,92771,774880,1478,0.468947,4.48104
11/24/2021,48064179,119892,776516,1636,0.478472,4.49943
11/25/2021,48095032,30853,776893,377,0.485897,4.54299
11/26/2021,48146557,51525,777437,544,0.485827,4.53184
11/27/2021,48171236,24679,777629,192,0.477944,4.49638
11/28/2021,48195186,23950,777750,121,0.494422,4.46095
11/29/2021,48411498,216312,779624,1874,0.521566,4.48194
11/30/2021,48520792,109294,781183,1559,0.519394,4.46661
12/1/2021,48660112,139320,783149,1966,0.504752,4.45188
12/2/2021,48798824,138712,784506,1357,0.49498,4.41454
12/3/2021,48952069,153245,786667,2161,0.487781,4.42319
12/4/2021,49010213,58144,787157,490,0.484474,4.42977
12/5/2021,49044786,34573,787318,161,0.483755,4.41529
12/6/2021,49242230,197444,788660,1342,0.483903,4.43328
12/7/2021,49356227,113997,790434,1774,0.481319,4.43822
12/8/2021,49505272,149045,792313,1879,0.481203,4.39311
12/9/2021,49628777,123505,793608,1295,0.482202,4.36982
12/10/2021,49793839,165062,795711,2103,0.481625,4.3417
12/11/2021,49845184,51345,796127,416,0.480862,4.33237
12/12/2021,49881540,36356,796322,195,0.48136,4.33756
12/13/2021,50084423,202883,797611,1289,0.486487,4.35032
12/14/2021,50201282,116859,799345,1734,0.497747,4.36674
12/15/2021,50346558,145276,801438,2093,0.505556,4.37879
12/16/2021,50492877,146319,802601,1163,0.508113,4.39383
12/17/2021,50664022,171145,804697,2096,0.513402,4.4286
12/18/2021,50738685,74663,805171,474,0.520912,4.44354
12/19/2021,50811164,72479,805334,163,0.522899,4.43506
12/20/2021,51114064,302900,806753,1419,0.509152,4.37825
12/21/2021,51303535,189471,808841,2088,0.481149,4.37321
12/22/2021,51547227,243692,810927,2086,0.469521,4.40507
12/23/2021,51812442,265215,814211,3284,0.46536,4.40767
12/24/2021,51996367,183925,815213,1002,0.462405,4.38077
12/25/2021,52054715,58348,815312,99,0.457491,4.38138
12/26/2021,52244429,189714,815391,79,0.451597,4.41064
12/27/2021,52787969,543540,817134,1743,0.455816,4.39709
12/28/2021,53168681,380712,819630,2496,0.492393,4.37465
12/29/2021,53657745,489064,821731,2101,0.497349,4.42473
12/30/2021,54242800,585055,823141,1410,0.494492,4.28386
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
