COUNTY,STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2015,POPESTIMATE2019
1,Alabama,Autauga County,54571,54864,55869
3,Alabama,Baldwin County,182265,202939,223234
5,Alabama,Barbour County,27457,26283,24686
7,Alabama,Bibb County,22915,22566,22394
9,Alabama,Blount County,57322,57526,57826
11,Alabama,Bullock County,10914,10400,10101
13,Alabama,Butler County,20947,20162,19448
15,Alabama,Calhoun County,118572,115469,113605
17,Alabama,Chambers County,34215,33996,33254
19,Alabama,Cherokee County,25989,25732,26196
21,Alabama,Chilton County,43643,43700,44428
23,Alabama,Choctaw County,13859,13231,12589
25,Alabama,Clarke County,25833,24698,23622
27,Alabama,Clay County,13932,13415,13235
29,Alabama,Cleburne County,14972,14914,14910
31,Alabama,Coffee County,49948,50963,52342
33,Alabama,Colbert County,54428,54417,55241
35,Alabama,Conecuh County,13228,12678,12067
37,Alabama,Coosa County,11539,10934,10663
39,Alabama,Covington County,37765,37556,37049
41,Alabama,Crenshaw County,13906,13850,13772
43,Alabama,Cullman County,80406,81761,83768
45,Alabama,Dale County,50251,49365,49172
47,Alabama,Dallas County,43820,40936,37196
49,Alabama,DeKalb County,71109,71087,71513
51,Alabama,Elmore County,79303,80872,81209
53,Alabama,Escambia County,38319,37661,36633
55,Alabama,Etowah County,104430,102998,102268
57,Alabama,Fayette County,17241,16696,16302
59,Alabama,Franklin County,31704,31515,31362
61,Alabama,Geneva County,26790,26631,26271
63,Alabama,Greene County,9045,8508,8111
65,Alabama,Hale County,15760,15015,14651
67,Alabama,Henry County,17302,17101,17205
69,Alabama,Houston County,101547,104260,105882
71,Alabama,Jackson County,53227,52195,51626
73,Alabama,Jefferson County,658466,660455,658573
75,Alabama,Lamar County,14564,13927,13805
77,Alabama,Lauderdale County,92709,92459,92729
79,Alabama,Lawrence County,34339,33135,32924
81,Alabama,Lee County,140247,156954,164542
83,Alabama,Limestone County,82782,91565,98915
85,Alabama,Lowndes County,11299,10350,9726
87,Alabama,Macon County,21452,19296,18068
89,Alabama,Madison County,334811,352977,372909
91,Alabama,Marengo County,21027,19766,18863
93,Alabama,Marion County,30776,30119,29709
95,Alabama,Marshall County,93019,94585,96774
97,Alabama,Mobile County,412992,414462,413210
99,Alabama,Monroe County,23068,21717,20733
101,Alabama,Montgomery County,229363,227279,226486
103,Alabama,Morgan County,119490,119257,119679
105,Alabama,Perry County,10591,9640,8923
107,Alabama,Pickens County,19746,20776,19930
109,Alabama,Pike County,32899,33496,33114
111,Alabama,Randolph County,22913,22594,22722
113,Alabama,Russell County,52947,58844,57961
115,Alabama,St. Clair County,83593,86546,89512
117,Alabama,Shelby County,195085,208959,217702
119,Alabama,Sumter County,13763,13206,12427
121,Alabama,Talladega County,82291,81128,79978
123,Alabama,Tallapoosa County,41616,40605,40367
125,Alabama,Tuscaloosa County,194656,204767,209355
127,Alabama,Walker County,67023,64931,63521
129,Alabama,Washington County,17581,16832,16326
131,Alabama,Wilcox County,11670,10896,10373
133,Alabama,Winston County,24484,23930,23629
13,Alaska,Aleutians East Borough,3141,3373,3337
16,Alaska,Aleutians West Census Area,5561,5781,5634
20,Alaska,Anchorage Municipality,291826,297547,288000
50,Alaska,Bethel Census Area,17013,17955,18386
60,Alaska,Bristol Bay Borough,997,904,836
68,Alaska,Denali Borough,1826,1933,2097
70,Alaska,Dillingham Census Area,4847,4988,4916
90,Alaska,Fairbanks North Star Borough,97581,99636,96849
100,Alaska,Haines Borough,2508,2516,2530
105,Alaska,Hoonah-Angoon Census Area,2150,2132,2148
110,Alaska,Juneau City and Borough,31275,32615,31974
122,Alaska,Kenai Peninsula Borough,55400,58034,58708
130,Alaska,Ketchikan Gateway Borough,13477,13702,13901
150,Alaska,Kodiak Island Borough,13592,13767,12998
158,Alaska,Kusilvak Census Area,7459,8194,8314
164,Alaska,Lake and Peninsula Borough,1631,1595,1592
170,Alaska,Matanuska-Susitna Borough,88995,101062,108317
180,Alaska,Nome Census Area,9492,9893,10004
185,Alaska,North Slope Borough,9430,9788,9832
188,Alaska,Northwest Arctic Borough,7523,7772,7621
195,Alaska,Petersburg Borough,3815,3253,3266
198,Alaska,Prince of Wales-Hyder Census Area,5559,6508,6203
220,Alaska,Sitka City and Borough,8881,8778,8493
230,Alaska,Skagway Municipality,968,1088,1183
240,Alaska,Southeast Fairbanks Census Area,7029,6812,6893
261,Alaska,Valdez-Cordova Census Area,9636,9319,9202
275,Alaska,Wrangell City and Borough,2369,2453,2502
282,Alaska,Yakutat City and Borough,662,635,579
290,Alaska,Yukon-Koyukuk Census Area,5588,5465,5230
1,Arizona,Apache County,71518,71012,71887
3,Arizona,Cochise County,131346,126454,125922
5,Arizona,Coconino County,134421,138962,143476
7,Arizona,Gila County,53597,52978,54018
9,Arizona,Graham County,37220,37860,38837
11,Arizona,Greenlee County,8437,9577,9498
12,Arizona,La Paz County,20489,20466,21108
13,Arizona,Maricopa County,3817117,4172905,4485414
15,Arizona,Mohave County,200186,204574,212181
17,Arizona,Navajo County,107449,107638,110924
19,Arizona,Pima County,980263,1009103,1047279
21,Arizona,Pinal County,375770,405614,462789
23,Arizona,Santa Cruz County,47420,46542,46498
25,Arizona,Yavapai County,211033,220805,235099
27,Arizona,Yuma County,195751,205186,213787
1,Arkansas,Arkansas County,19019,18330,17486
3,Arkansas,Ashley County,21853,20838,19657
5,Arkansas,Baxter County,41513,41138,41932
7,Arkansas,Benton County,221339,251591,279141
9,Arkansas,Boone County,36903,37119,37432
11,Arkansas,Bradley County,11508,10999,10763
13,Arkansas,Calhoun County,5368,5200,5189
15,Arkansas,Carroll County,27446,27755,28380
17,Arkansas,Chicot County,11800,10970,10118
19,Arkansas,Clark County,22995,22513,22320
21,Arkansas,Clay County,16083,15206,14551
23,Arkansas,Cleburne County,25970,25355,24919
25,Arkansas,Cleveland County,8689,8284,7956
27,Arkansas,Columbia County,24552,24115,23457
29,Arkansas,Conway County,21273,20936,20846
31,Arkansas,Craighead County,96443,104457,110332
33,Arkansas,Crawford County,61948,61904,63257
35,Arkansas,Crittenden County,50902,49019,47955
37,Arkansas,Cross County,17870,17255,16419
39,Arkansas,Dallas County,8116,7530,7009
41,Arkansas,Desha County,13008,12029,11361
43,Arkansas,Drew County,18509,18613,18219
45,Arkansas,Faulkner County,113237,121241,126007
47,Arkansas,Franklin County,18125,17749,17715
49,Arkansas,Fulton County,12245,12138,12477
51,Arkansas,Garland County,96024,97814,99386
53,Arkansas,Grant County,17853,18016,18265
55,Arkansas,Greene County,42090,44300,45325
57,Arkansas,Hempstead County,22609,22085,21532
59,Arkansas,Hot Spring County,32923,33497,33771
61,Arkansas,Howard County,13789,13336,13202
63,Arkansas,Independence County,36647,37035,37825
65,Arkansas,Izard County,13696,13487,13629
67,Arkansas,Jackson County,17997,17365,16719
69,Arkansas,Jefferson County,77435,71872,66824
71,Arkansas,Johnson County,25540,26094,26578
73,Arkansas,Lafayette County,7645,7010,6624
75,Arkansas,Lawrence County,17415,16696,16406
77,Arkansas,Lee County,10424,9672,8857
79,Arkansas,Lincoln County,14134,13866,13024
81,Arkansas,Little River County,13171,12402,12259
83,Arkansas,Logan County,22353,21729,21466
85,Arkansas,Lonoke County,68356,71359,73309
87,Arkansas,Madison County,15717,15705,16576
89,Arkansas,Marion County,16653,16215,16694
91,Arkansas,Miller County,43462,43792,43257
93,Arkansas,Mississippi County,46480,43729,40651
95,Arkansas,Monroe County,8149,7452,6701
97,Arkansas,Montgomery County,9487,9027,8986
99,Arkansas,Nevada County,8997,8508,8252
101,Arkansas,Newton County,8330,7846,7753
103,Arkansas,Ouachita County,26120,24316,23382
105,Arkansas,Perry County,10445,10307,10455
107,Arkansas,Phillips County,21757,19546,17782
109,Arkansas,Pike County,11291,10837,10718
111,Arkansas,Poinsett County,24583,24002,23528
113,Arkansas,Polk County,20662,20194,19964
115,Arkansas,Pope County,61754,63608,64072
117,Arkansas,Prairie County,8715,8299,8062
119,Arkansas,Pulaski County,382748,393576,391911
121,Arkansas,Randolph County,17969,17437,17958
123,Arkansas,St. Francis County,28258,26651,24994
125,Arkansas,Saline County,107118,116390,122437
127,Arkansas,Scott County,11233,10561,10281
129,Arkansas,Searcy County,8195,7835,7881
131,Arkansas,Sebastian County,125744,127385,127827
133,Arkansas,Sevier County,17058,17262,17007
135,Arkansas,Sharp County,17264,16808,17442
137,Arkansas,Stone County,12394,12386,12506
139,Arkansas,Union County,41639,40086,38682
141,Arkansas,Van Buren County,17295,16808,16545
143,Arkansas,Washington County,203065,224434,239187
145,Arkansas,White County,77076,78915,78753
147,Arkansas,Woodruff County,7260,6706,6320
149,Arkansas,Yell County,22185,21506,21341
1,California,Alameda County,1510271,1634538,1671329
3,California,Alpine County,1175,1077,1129
5,California,Amador County,38091,37031,39752
7,California,Butte County,220000,224631,219186
9,California,Calaveras County,45578,44965,45905
11,California,Colusa County,21419,21231,21547
13,California,Contra Costa County,1049025,1124405,1153526
15,California,Del Norte County,28610,27190,27812
17,California,El Dorado County,181058,184569,192843
19,California,Fresno County,930450,969488,999101
21,California,Glenn County,28122,27753,28393
23,California,Humboldt County,134623,135102,135558
25,California,Imperial County,174528,178937,181215
27,California,Inyo County,18546,18108,18039
29,California,Kern County,839631,876031,900202
31,California,Kings County,152982,150085,152940
33,California,Lake County,64665,64260,64386
35,California,Lassen County,34895,31256,30573
37,California,Los Angeles County,9818605,10085416,10039107
39,California,Madera County,150865,153576,157327
41,California,Marin County,252409,260916,258826
43,California,Mariposa County,18251,17622,17203
45,California,Mendocino County,87841,87107,86749
47,California,Merced County,255793,266353,277680
49,California,Modoc County,9686,9056,8841
51,California,Mono County,14202,14077,14444
53,California,Monterey County,415057,430552,434061
55,California,Napa County,136484,140862,137744
57,California,Nevada County,98764,98676,99755
59,California,Orange County,3010232,3149280,3175692
61,California,Placer County,348432,372841,398329
63,California,Plumas County,20007,18427,18807
65,California,Riverside County,2189641,2345816,2470546
67,California,Sacramento County,1418788,1493674,1552058
69,California,San Benito County,55269,58216,62808
71,California,San Bernardino County,2035210,2115411,2180085
73,California,San Diego County,3095313,3280850,3338330
75,California,San Francisco County,805235,863010,881549
77,California,San Joaquin County,685306,722271,762148
79,California,San Luis Obispo County,269637,280077,283111
81,California,San Mateo County,718451,765055,766573
83,California,Santa Barbara County,423895,442229,446499
85,California,Santa Clara County,1781642,1916285,1927852
87,California,Santa Cruz County,262382,273503,273213
89,California,Shasta County,177223,178314,180080
91,California,Sierra County,3240,2985,3005
93,California,Siskiyou County,44900,43254,43539
95,California,Solano County,413344,433409,447643
97,California,Sonoma County,483878,500863,494336
99,California,Stanislaus County,514453,533211,550660
101,California,Sutter County,94737,95282,96971
103,California,Tehama County,63463,63158,65084
105,California,Trinity County,13786,13094,12285
107,California,Tulare County,442179,457161,466195
109,California,Tuolumne County,55365,53615,54478
111,California,Ventura County,823318,845802,846006
113,California,Yolo County,200849,212037,220500
115,California,Yuba County,72155,74045,78668
1,Colorado,Adams County,441603,490443,517421
3,Colorado,Alamosa County,15445,15894,16233
5,Colorado,Arapahoe County,572003,630984,656590
7,Colorado,Archuleta County,12084,12387,14029
9,Colorado,Baca County,3788,3555,3581
11,Colorado,Bent County,6499,5889,5577
13,Colorado,Boulder County,294567,318027,326196
14,Colorado,Broomfield County,55889,64866,70465
15,Colorado,Chaffee County,17809,18612,20356
17,Colorado,Cheyenne County,1836,1827,1831
19,Colorado,Clear Creek County,9088,9244,9700
21,Colorado,Conejos County,8256,8065,8205
23,Colorado,Costilla County,3524,3576,3887
25,Colorado,Crowley County,5823,5628,6061
27,Colorado,Custer County,4255,4434,5068
29,Colorado,Delta County,30952,29913,31162
31,Colorado,Denver County,600158,683285,727211
33,Colorado,Dolores County,2064,1981,2055
35,Colorado,Douglas County,285465,322025,351154
37,Colorado,Eagle County,52197,53865,55127
39,Colorado,Elbert County,23086,24630,26729
41,Colorado,El Paso County,622263,674001,720403
43,Colorado,Fremont County,46824,46282,47839
45,Colorado,Garfield County,56389,57698,60061
47,Colorado,Gilpin County,5441,5805,6243
49,Colorado,Grand County,14843,14726,15734
51,Colorado,Gunnison County,15324,16104,17462
53,Colorado,Hinsdale County,843,764,820
55,Colorado,Huerfano County,6711,6404,6897
57,Colorado,Jackson County,1394,1353,1392
59,Colorado,Jefferson County,534543,564888,582881
61,Colorado,Kiowa County,1398,1384,1406
63,Colorado,Kit Carson County,8270,8215,7097
65,Colorado,Lake County,7310,7442,8127
67,Colorado,La Plata County,51334,54687,56221
69,Colorado,Larimer County,299630,333303,356899
71,Colorado,Las Animas County,15507,14043,14506
73,Colorado,Lincoln County,5467,5543,5701
75,Colorado,Logan County,22709,22472,22409
77,Colorado,Mesa County,146723,148025,154210
79,Colorado,Mineral County,712,744,769
81,Colorado,Moffat County,13795,12939,13283
83,Colorado,Montezuma County,25535,25716,26183
85,Colorado,Montrose County,41276,40562,42758
87,Colorado,Morgan County,28159,28252,29068
89,Colorado,Otero County,18831,18182,18278
91,Colorado,Ouray County,4436,4608,4952
93,Colorado,Park County,16206,16726,18845
95,Colorado,Phillips County,4442,4327,4265
97,Colorado,Pitkin County,17148,17940,17767
99,Colorado,Prowers County,12551,11936,12172
101,Colorado,Pueblo County,159063,163006,168424
103,Colorado,Rio Blanco County,6666,6478,6324
105,Colorado,Rio Grande County,11982,11352,11267
107,Colorado,Routt County,23509,24360,25638
109,Colorado,Saguache County,6108,6253,6824
111,Colorado,San Juan County,699,689,728
113,Colorado,San Miguel County,7359,7836,8179
115,Colorado,Sedgwick County,2379,2373,2248
117,Colorado,Summit County,27994,30045,31011
119,Colorado,Teller County,23350,23388,25388
121,Colorado,Washington County,4814,4786,4908
123,Colorado,Weld County,252825,285819,324492
125,Colorado,Yuma County,10043,10037,10019
1,Connecticut,Fairfield County,916829,944943,943332
3,Connecticut,Hartford County,894014,896290,891720
5,Connecticut,Litchfield County,189927,184122,180333
7,Connecticut,Middlesex County,165676,163724,162436
9,Connecticut,New Haven County,862477,860186,854757
11,Connecticut,New London County,274055,269636,265206
13,Connecticut,Tolland County,152691,151734,150721
15,Connecticut,Windham County,118428,116487,116782
1,Delaware,Kent County,162310,173128,180786
3,Delaware,New Castle County,538479,553488,558753
5,Delaware,Sussex County,197145,214636,234225
1,District of Columbia,District of Columbia,601723,675400,705749
1,Florida,Alachua County,247336,259052,269043
3,Florida,Baker County,27115,27355,29210
5,Florida,Bay County,168852,181488,174705
7,Florida,Bradford County,28520,26748,28201
9,Florida,Brevard County,543376,565746,601942
11,Florida,Broward County,1748066,1885040,1952778
13,Florida,Calhoun County,14625,14406,14105
15,Florida,Charlotte County,159978,172382,188910
17,Florida,Citrus County,141236,140287,149657
19,Florida,Clay County,190865,202392,219252
21,Florida,Collier County,321520,356041,384902
23,Florida,Columbia County,67531,68222,71686
27,Florida,DeSoto County,34862,35648,38001
29,Florida,Dixie County,16422,16353,16826
31,Florida,Duval County,864263,910578,957755
33,Florida,Escambia County,297619,309311,318316
35,Florida,Flagler County,95696,104436,115081
37,Florida,Franklin County,11549,11707,12125
39,Florida,Gadsden County,46389,46060,45660
41,Florida,Gilchrist County,16939,17378,18582
43,Florida,Glades County,12884,13099,13811
45,Florida,Gulf County,15863,15929,13639
47,Florida,Hamilton County,14799,14272,14428
49,Florida,Hardee County,27731,27177,26937
51,Florida,Hendry County,39140,39248,42022
53,Florida,Hernando County,172778,177900,193920
55,Florida,Highlands County,98786,100137,106221
57,Florida,Hillsborough County,1229226,1364073,1471968
59,Florida,Holmes County,19927,19273,19617
61,Florida,Indian River County,138028,147434,159923
63,Florida,Jackson County,49746,48609,46414
65,Florida,Jefferson County,14761,14115,14246
67,Florida,Lafayette County,8870,8724,8422
69,Florida,Lake County,297052,325154,367118
71,Florida,Lee County,618754,699644,770577
73,Florida,Leon County,275487,285904,293582
75,Florida,Levy County,40801,39601,41503
77,Florida,Liberty County,8365,8409,8354
79,Florida,Madison County,19224,18478,18493
81,Florida,Manatee County,322833,362548,403253
83,Florida,Marion County,331298,342182,365579
85,Florida,Martin County,146318,155559,161000
86,Florida,Miami-Dade County,2496435,2659839,2716940
87,Florida,Monroe County,73090,76648,74228
89,Florida,Nassau County,73314,77951,88625
91,Florida,Okaloosa County,180822,197748,210738
93,Florida,Okeechobee County,39996,39854,42168
95,Florida,Orange County,1145956,1291301,1393452
97,Florida,Osceola County,268685,323736,375751
99,Florida,Palm Beach County,1320134,1424256,1496770
101,Florida,Pasco County,464697,494895,553947
103,Florida,Pinellas County,916542,947060,974996
105,Florida,Polk County,602095,648523,724777
107,Florida,Putnam County,74364,71939,74521
109,Florida,St. Johns County,190039,226362,264672
111,Florida,St. Lucie County,277789,297282,328297
113,Florida,Santa Rosa County,151372,166226,184313
115,Florida,Sarasota County,379448,404761,433742
117,Florida,Seminole County,422718,448318,471826
119,Florida,Sumter County,93420,117076,132420
121,Florida,Suwannee County,41551,43677,44417
123,Florida,Taylor County,22570,22355,21569
125,Florida,Union County,15535,15265,15237
127,Florida,Volusia County,494593,516730,553284
129,Florida,Wakulla County,30776,31523,33739
131,Florida,Walton County,55043,63066,74071
133,Florida,Washington County,24896,24552,25473
1,Georgia,Appling County,18236,18423,18386
3,Georgia,Atkinson County,8375,8340,8165
5,Georgia,Bacon County,11096,11231,11164
7,Georgia,Baker County,3451,3194,3038
9,Georgia,Baldwin County,45720,45549,44890
11,Georgia,Banks County,18395,18381,19234
13,Georgia,Barrow County,69367,74979,83240
15,Georgia,Bartow County,100157,102043,107738
17,Georgia,Ben Hill County,17634,17357,16700
19,Georgia,Berrien County,19286,18991,19397
21,Georgia,Bibb County,155547,153945,153159
23,Georgia,Bleckley County,13063,12714,12873
25,Georgia,Brantley County,18411,18437,19109
27,Georgia,Brooks County,16243,15670,15457
29,Georgia,Bryan County,30233,34792,39627
31,Georgia,Bulloch County,70217,73116,79608
33,Georgia,Burke County,23316,22632,22383
35,Georgia,Butts County,23655,23520,24936
37,Georgia,Calhoun County,6694,6534,6189
39,Georgia,Camden County,50513,52439,54666
43,Georgia,Candler County,10998,10873,10803
45,Georgia,Carroll County,110527,114461,119992
47,Georgia,Catoosa County,63942,65778,67580
49,Georgia,Charlton County,12171,13239,13392
51,Georgia,Chatham County,265128,285959,289430
53,Georgia,Chattahoochee County,11267,11042,10907
55,Georgia,Chattooga County,26015,24905,24789
57,Georgia,Cherokee County,214346,235329,258773
59,Georgia,Clarke County,116714,123561,128331
61,Georgia,Clay County,3183,3077,2834
63,Georgia,Clayton County,259424,272720,292256
65,Georgia,Clinch County,6798,6826,6618
67,Georgia,Cobb County,688078,739052,760141
69,Georgia,Coffee County,42356,42987,43273
71,Georgia,Colquitt County,45498,45466,45600
73,Georgia,Columbia County,124053,143837,156714
75,Georgia,Cook County,17212,17070,17270
77,Georgia,Coweta County,127317,138145,148509
79,Georgia,Crawford County,12630,12354,12404
81,Georgia,Crisp County,23439,22959,22372
83,Georgia,Dade County,16633,16162,16116
85,Georgia,Dawson County,22330,23369,26108
87,Georgia,Decatur County,27842,27049,26404
89,Georgia,DeKalb County,691893,734434,759297
91,Georgia,Dodge County,21796,21142,20605
93,Georgia,Dooly County,14918,14034,13390
95,Georgia,Dougherty County,94565,91513,87956
97,Georgia,Douglas County,132403,140173,146343
99,Georgia,Early County,11008,10462,10190
101,Georgia,Echols County,4034,4030,4006
103,Georgia,Effingham County,52250,57076,64296
105,Georgia,Elbert County,20166,19302,19194
107,Georgia,Emanuel County,22598,22471,22646
109,Georgia,Evans County,11000,10690,10654
111,Georgia,Fannin County,23682,24442,26188
113,Georgia,Fayette County,106567,110141,114421
115,Georgia,Floyd County,96317,96186,98498
117,Georgia,Forsyth County,175511,211250,244252
119,Georgia,Franklin County,22084,22267,23349
121,Georgia,Fulton County,920581,1005127,1063937
123,Georgia,Gilmer County,28292,29514,31369
125,Georgia,Glascock County,3082,3020,2971
127,Georgia,Glynn County,79626,83311,85292
129,Georgia,Gordon County,55186,56324,57963
131,Georgia,Grady County,25011,25089,24633
133,Georgia,Greene County,15994,16617,18324
135,Georgia,Gwinnett County,805321,888494,936250
137,Georgia,Habersham County,43041,43792,45328
139,Georgia,Hall County,179684,192245,204441
141,Georgia,Hancock County,9429,8578,8457
143,Georgia,Haralson County,28780,28702,29792
145,Georgia,Harris County,32024,33155,35236
147,Georgia,Hart County,25213,25410,26205
149,Georgia,Heard County,11834,11556,11923
151,Georgia,Henry County,203922,216414,234561
153,Georgia,Houston County,139900,149323,157863
155,Georgia,Irwin County,9538,9135,9416
157,Georgia,Jackson County,60485,63418,72977
159,Georgia,Jasper County,13900,13683,14219
161,Georgia,Jeff Davis County,15068,15013,15115
163,Georgia,Jefferson County,16930,15917,15362
165,Georgia,Jenkins County,8340,8899,8676
167,Georgia,Johnson County,9980,9708,9643
169,Georgia,Jones County,28669,28441,28735
171,Georgia,Lamar County,18317,18236,19077
173,Georgia,Lanier County,10078,10269,10423
175,Georgia,Laurens County,48434,47486,47546
177,Georgia,Lee County,28298,29173,29992
179,Georgia,Liberty County,63453,61611,61435
181,Georgia,Lincoln County,7996,7722,7921
183,Georgia,Long County,14464,17658,19559
185,Georgia,Lowndes County,109233,113342,117406
187,Georgia,Lumpkin County,29966,31285,33610
189,Georgia,McDuffie County,21875,21462,21312
191,Georgia,McIntosh County,14333,14031,14378
193,Georgia,Macon County,14740,13688,12947
195,Georgia,Madison County,28120,28419,29880
197,Georgia,Marion County,8742,8558,8359
199,Georgia,Meriwether County,21992,21173,21167
201,Georgia,Miller County,6125,5848,5718
205,Georgia,Mitchell County,23498,22449,21863
207,Georgia,Monroe County,26424,26708,27578
209,Georgia,Montgomery County,9123,8942,9172
211,Georgia,Morgan County,17868,17948,19276
213,Georgia,Murray County,39628,39430,40096
215,Georgia,Muscogee County,189885,198702,195769
217,Georgia,Newton County,99958,104884,111744
219,Georgia,Oconee County,32808,35853,40280
221,Georgia,Oglethorpe County,14899,14732,15259
223,Georgia,Paulding County,142324,151649,168667
225,Georgia,Peach County,27695,26970,27546
227,Georgia,Pickens County,29431,30136,32591
229,Georgia,Pierce County,18758,19094,19465
231,Georgia,Pike County,17869,17925,18962
233,Georgia,Polk County,41475,41207,42613
235,Georgia,Pulaski County,12010,11395,11137
237,Georgia,Putnam County,21218,21307,22119
239,Georgia,Quitman County,2513,2275,2299
241,Georgia,Rabun County,16276,16223,17137
243,Georgia,Randolph County,7719,7150,6778
245,Georgia,Richmond County,200549,201451,202518
247,Georgia,Rockdale County,85215,88354,90896
249,Georgia,Schley County,5010,5209,5257
251,Georgia,Screven County,14593,14059,13966
253,Georgia,Seminole County,8729,8565,8090
255,Georgia,Spalding County,64073,63818,66703
257,Georgia,Stephens County,26175,25446,25925
259,Georgia,Stewart County,6058,5973,6621
261,Georgia,Sumter County,32819,30696,29524
263,Georgia,Talbot County,6865,6498,6195
265,Georgia,Taliaferro County,1717,1642,1537
267,Georgia,Tattnall County,25520,25387,25286
269,Georgia,Taylor County,8906,8243,8020
271,Georgia,Telfair County,16500,16451,15860
273,Georgia,Terrell County,9315,9013,8531
275,Georgia,Thomas County,44720,44796,44451
277,Georgia,Tift County,40118,40536,40644
279,Georgia,Toombs County,27223,27150,26830
281,Georgia,Towns County,10471,11212,12037
283,Georgia,Treutlen County,6885,6803,6901
285,Georgia,Troup County,67044,69595,69922
287,Georgia,Turner County,8930,7982,7985
289,Georgia,Twiggs County,9023,8347,8120
291,Georgia,Union County,21356,22007,24511
293,Georgia,Upson County,27153,26231,26320
295,Georgia,Walker County,68756,68537,69761
297,Georgia,Walton County,83768,88333,94593
299,Georgia,Ware County,36312,35327,35734
301,Georgia,Warren County,5834,5374,5254
303,Georgia,Washington County,21187,20736,20374
305,Georgia,Wayne County,30099,29430,29927
307,Georgia,Webster County,2799,2631,2607
309,Georgia,Wheeler County,7421,7911,7855
311,Georgia,White County,27144,28387,30798
313,Georgia,Whitfield County,102599,103669,104628
315,Georgia,Wilcox County,9255,9024,8635
317,Georgia,Wilkes County,10593,9911,9777
319,Georgia,Wilkinson County,9563,9080,8954
321,Georgia,Worth County,21679,20688,20247
1,Hawaii,Hawaii County,185079,195975,201513
3,Hawaii,Honolulu County,953207,991064,974563
5,Hawaii,Kalawao County,90,88,86
7,Hawaii,Kauai County,67091,71021,72293
9,Hawaii,Maui County,154834,163904,167417
1,Idaho,Ada County,392365,432862,481587
3,Idaho,Adams County,3976,3891,4294
5,Idaho,Bannock County,82839,84184,87808
7,Idaho,Bear Lake County,5986,5879,6125
9,Idaho,Benewah County,9285,8996,9298
11,Idaho,Bingham County,45607,45057,46811
13,Idaho,Blaine County,21376,21636,23021
15,Idaho,Boise County,7028,6963,7831
17,Idaho,Bonner County,40877,41600,45739
19,Idaho,Bonneville County,104234,109849,119062
21,Idaho,Boundary County,10972,11299,12245
23,Idaho,Butte County,2891,2566,2597
25,Idaho,Camas County,1117,1070,1106
27,Idaho,Canyon County,188923,206842,229849
29,Idaho,Caribou County,6963,6733,7155
31,Idaho,Cassia County,22952,23499,24030
33,Idaho,Clark County,982,886,845
35,Idaho,Clearwater County,8761,8554,8756
37,Idaho,Custer County,4368,4059,4315
39,Idaho,Elmore County,27038,25826,27511
41,Idaho,Franklin County,12786,12955,13876
43,Idaho,Fremont County,13242,12812,13099
45,Idaho,Gem County,16719,16685,18112
47,Idaho,Gooding County,15464,15188,15179
49,Idaho,Idaho County,16267,16301,16667
51,Idaho,Jefferson County,26140,27127,29871
53,Idaho,Jerome County,22374,22971,24412
55,Idaho,Kootenai County,138494,149367,165697
57,Idaho,Latah County,37244,38796,40108
59,Idaho,Lemhi County,7936,7737,8027
61,Idaho,Lewis County,3821,3791,3838
63,Idaho,Lincoln County,5208,5307,5366
65,Idaho,Madison County,37536,37989,39907
67,Idaho,Minidoka County,20069,20430,21039
69,Idaho,Nez Perce County,39265,39995,40408
71,Idaho,Oneida County,4286,4248,4531
73,Idaho,Owyhee County,11526,11288,11823
75,Idaho,Payette County,22623,22790,23951
77,Idaho,Power County,7817,7687,7681
79,Idaho,Shoshone County,12765,12440,12882
81,Idaho,Teton County,10170,10725,12142
83,Idaho,Twin Falls County,77230,82245,86878
85,Idaho,Valley County,9862,10043,11392
87,Idaho,Washington County,10198,9891,10194
1,Illinois,Adams County,67103,66835,65435
3,Illinois,Alexander County,8238,6762,5761
5,Illinois,Bond County,17768,16686,16426
7,Illinois,Boone County,54165,53579,53544
9,Illinois,Brown County,6937,6753,6578
11,Illinois,Bureau County,34978,33491,32628
13,Illinois,Calhoun County,5089,4860,4739
15,Illinois,Carroll County,15387,14642,14305
17,Illinois,Cass County,13642,12843,12147
19,Illinois,Champaign County,201081,209382,209689
21,Illinois,Christian County,34800,33463,32304
23,Illinois,Clark County,16335,15868,15441
25,Illinois,Clay County,13815,13401,13184
27,Illinois,Clinton County,37762,37665,37562
29,Illinois,Coles County,53873,52179,50621
31,Illinois,Cook County,5194675,5244088,5150233
33,Illinois,Crawford County,19817,19255,18667
35,Illinois,Cumberland County,11048,10860,10766
37,Illinois,DeKalb County,105160,104195,104897
39,Illinois,De Witt County,16561,16184,15638
41,Illinois,Douglas County,19980,19835,19465
43,Illinois,DuPage County,916924,933609,922921
45,Illinois,Edgar County,18576,17603,17161
47,Illinois,Edwards County,6721,6511,6395
49,Illinois,Effingham County,34242,34202,34008
51,Illinois,Fayette County,22140,22036,21336
53,Illinois,Ford County,14081,13529,12961
55,Illinois,Franklin County,39561,39383,38469
57,Illinois,Fulton County,37069,35713,34340
59,Illinois,Gallatin County,5589,5221,4828
61,Illinois,Greene County,13886,13345,12969
63,Illinois,Grundy County,50063,50363,51054
65,Illinois,Hamilton County,8457,8248,8116
67,Illinois,Hancock County,19104,18216,17708
69,Illinois,Hardin County,4320,4067,3821
